role_category,source_skill,target_skill,weight
Backend Developer,rest,x86,2
Backend Developer,rest api,soap,2
Backend Developer,rest api,sql server,2
Backend Developer,rest api,swagger,2
Backend Developer,rest api,tdd,2
Backend Developer,rest api,terraform,2
Backend Developer,rest api,tsql,2
Backend Developer,rest api,visual studio,2
Backend Developer,rest api,web applications,2
Backend Developer,rest api,xml,2
Backend Developer,rest apis,scala,2
Backend Developer,rest apis,software development,2
Backend Developer,rest apis,team leadership,2
Backend Developer,rest apis,terraform,2
Backend Developer,rest apis,vue,2
Backend Developer,rest apis,vue.js,2
Backend Developer,rest services,sql server,2
Backend Developer,restful,sql,2
Backend Developer,restful,unit testing,2
Backend Developer,restful,xml,2
Backend Developer,restful api,software development lifecycle,2
Backend Developer,restful api,sql,2
Backend Developer,restful api,sql server,2
Backend Developer,restful api,tsql,2
Backend Developer,restful api,typescript,2
Backend Developer,restful apis,s3,2
Backend Developer,restful apis,serverless backend technologies,2
Backend Developer,restful apis,spring boot,2
Backend Developer,restful apis,sqs,2
Backend Developer,restful apis,streaming data processing,2
Backend Developer,restful apis,swagger,2
Backend Developer,restful apis,swift,2
Backend Developer,restful apis,telematics,2
Backend Developer,restful apis,testing,2
Backend Developer,restful apis,timeseries databases,2
Backend Developer,restful apis,troubleshooting,2
Backend Developer,restful apis,web development,2
Backend Developer,restful apis,windows,2
Backend Developer,restful services,software engineering,2
Backend Developer,restful services,typescript,2
Backend Developer,restful services,vue 3,2
Backend Developer,restful web services,unit testing,2
Backend Developer,rhel,software development,2
Backend Developer,riscv,shell,2
Backend Developer,riscv,systemd,2
Backend Developer,riscv,ubuntu,2
Backend Developer,riscv,udev,2
Backend Developer,riscv,x86,2
Backend Developer,risk assessment,unit testing,2
Backend Developer,risk management,software design,2
Backend Developer,risk management,statistics,2
Backend Developer,risk management,system design,2
Backend Developer,risk management,teamwork,2
Backend Developer,risk management,technical writing,2
Backend Developer,robotics,spacecraft attitude control,2
Backend Developer,robotics,troubleshooting,2
Backend Developer,robotics,virtual reality simulation platforms,2
Backend Developer,robotics,wireless mobile technologies,2
Backend Developer,root cause analysis,troubleshooting,2
Backend Developer,root cause analysis,unit testing,2
Backend Developer,rpm,server,2
Backend Developer,rpm,services,2
Backend Developer,rtacs,solar inverters,2
Backend Developer,rtacs,spanish,2
Backend Developer,rtacs,wind plant scada systems,2
Backend Developer,rtos,schematics,2
Backend Developer,rtos,secure sdlc,2
Backend Developer,rtos,software development,2
Backend Developer,rtos,trustzone,2
Backend Developer,rtos,uart,2
Backend Developer,rtos,unit testing,2
Backend Developer,ruby,site reliability engineering (sre),2
Backend Developer,ruby,software engineering,2
Backend Developer,ruby,sql server,2
Backend Developer,ruby,swift,2
Backend Developer,ruby,systems engineering,2
Backend Developer,ruby,terraform,2
Backend Developer,ruby,testdriven development,2
Backend Developer,ruby,unity,2
Backend Developer,ruby,unix,2
Backend Developer,ruby,version control,2
Backend Developer,ruby,vue.js,2
Backend Developer,ruby,xml,2
Backend Developer,ruby on rails,spring mvc,2
Backend Developer,ruby on rails,testdriven development,2
Backend Developer,ruby on rails,unit testing,2
Backend Developer,rust,secure sdlc,2
Backend Developer,rust,site reliability engineering,2
Backend Developer,rust,software development,2
Backend Developer,rust,sql,2
Backend Developer,rust,statistics,2
Backend Developer,rust,threat modeling,2
Backend Developer,rust,trustzone,2
Backend Developer,rust,yocto/buildroot,2
Backend Developer,s3,serverless,2
Backend Developer,s3,troubleshooting,2
Backend Developer,s3,unit testing,2
Backend Developer,saas,sieve,2
Backend Developer,saas,slack,2
Backend Developer,saas,software engineering,2
Backend Developer,saas,sql,2
Backend Developer,saas,webapp api,2
Backend Developer,safe,scrum,2
Backend Developer,salesforce,software engineering,2
Backend Developer,satellite communication systems,secure coding,2
Backend Developer,satellite communication systems,spring framework,2
Backend Developer,satellite communication systems,unit testing,2
Backend Developer,scala,serviceoriented architectures (soa),2
Backend Developer,scala,shell,2
Backend Developer,scala,spring,2
Backend Developer,scala,spring boot,2
Backend Developer,scala,tableau,2
Backend Developer,scala,testing,2
Backend Developer,scala,unix,2
Backend Developer,scala,web application firewalls (waf),2
Backend Developer,scala,web applications,2
Backend Developer,scalability,software architecture,2
Backend Developer,scalability,sql,2
Backend Developer,scalability,system performance,2
Backend Developer,scalability,testing,2
Backend Developer,scalability,web development,2
Backend Developer,scaled agile framework (safe),selenium,2
Backend Developer,scaled agile framework (safe),sql,2
Backend Developer,scaled agile framework (safe),test driven development (tdd),2
Backend Developer,scaled agile framework (safe),tomcat,2
Backend Developer,scaled agile framework (safe),unified functional tester (uft),2
Backend Developer,scaled agile framework (safe),weblogic,2
Backend Developer,scaled agile framework (safe),windows,2
Backend Developer,scaled agile framework (safe),xhtml,2
Backend Developer,scaled agile framework (safe),xml,2
Backend Developer,scaled agile framework (safe),xslt,2
Backend Developer,scikitlearn,tensorflow,2
Backend Developer,scripting languages,software engineering,2
Backend Developer,scrum,sdlc,2
Backend Developer,scrum,secure coding,2
Backend Developer,scrum,secure coding standards,2
Backend Developer,scrum,security,2
Backend Developer,scrum,security clearance,2
Backend Developer,scrum,selenium,2
Backend Developer,scrum,software design,2
Backend Developer,scrum,software development life cycle,2
Backend Developer,scrum,software development life cycle (sdlc),2
Backend Developer,scrum,software documentation,2
Backend Developer,scrum,sourcetree,2
Backend Developer,scrum,spring framework,2
Backend Developer,scrum,sql server integration services (ssis),2
Backend Developer,scrum,sql server reporting services (ssrs),2
Backend Developer,scrum,sso,2
Backend Developer,scrum,svn,2
Backend Developer,scrum,teamwork,2
Backend Developer,scrum,test automation,2
Backend Developer,scrum,testdriven development,2
Backend Developer,scrum,testdriven development (tdd),2
Backend Developer,scrum,time management,2
Backend Developer,scrum,unity,2
Backend Developer,scrum,user experience,2
Backend Developer,scrum,verbal communication,2
Backend Developer,scrum,vmware,2
Backend Developer,scrum,waterfall,2
Backend Developer,scrum,web api,2
Backend Developer,scrum,webpack,2
Backend Developer,scrum,written communication,2
Backend Developer,scrum,xml,2
Backend Developer,scrum,xp,2
Backend Developer,sdlc,software design,2
Backend Developer,sdlc,technical writing,2
Backend Developer,secret clearance,software development,2
Backend Developer,secure coding,software development,2
Backend Developer,secure coding,test automation,2
Backend Developer,secure coding standards,sql server,2
Backend Developer,secure coding standards,vue.js,2
Backend Developer,secure sdlc,threat modeling,2
Backend Developer,secure sdlc,trustzone,2
Backend Developer,security,server,2
Backend Developer,security,services,2
Backend Developer,security,software architecture,2
Backend Developer,security,teamwork,2
Backend Developer,security,testdriven development,2
Backend Developer,security,testing,2
Backend Developer,security clearance,software development,2
Backend Developer,security clearance,software engineering,2
Backend Developer,selenium,software development,2
Backend Developer,selenium,software engineering,2
Backend Developer,selenium,software testing,2
Backend Developer,selenium,sql server,2
Backend Developer,selenium,test automation,2
Backend Developer,selenium,test driven development (tdd),2
Backend Developer,selenium,tomcat,2
Backend Developer,selenium,typescript,2
Backend Developer,selenium,unified functional tester (uft),2
Backend Developer,selenium,weblogic,2
Backend Developer,selenium,windows,2
Backend Developer,selenium,windows server,2
Backend Developer,selenium,xhtml,2
Backend Developer,selenium,xml,2
Backend Developer,selenium,xslt,2
Backend Developer,sensors,sql,2
Backend Developer,server,tcp/ip,2
Backend Developer,server,ubuntu,2
Backend Developer,server,virtualization,2
Backend Developer,server,yocto,2
Backend Developer,serverless,sql,2
Backend Developer,serverless,unit testing,2
Backend Developer,serverless backend technologies,testdriven development (tdd),2
Backend Developer,service bus,sql,2
Backend Developer,service bus,unit testing,2
Backend Developer,service now,sql,2
Backend Developer,service orchestration,snapcraft,2
Backend Developer,service orchestration,software development,2
Backend Developer,service orchestration,storage technologies,2
Backend Developer,service orchestration,tftp,2
Backend Developer,service oriented architecture,system design,2
Backend Developer,service oriented architecture,vendors,2
Backend Developer,servicenow,soap,2
Backend Developer,servicenow,sql,2
Backend Developer,servicenow,typescript,2
Backend Developer,servicenow,xml,2
Backend Developer,serviceoriented architectures (soa),terraform,2
Backend Developer,serviceoriented architectures (soa),web application firewalls (waf),2
Backend Developer,services,tcp/ip,2
Backend Developer,services,virtualization,2
Backend Developer,services,yocto,2
Backend Developer,shell,sql,2
Backend Developer,shell,systemd,2
